parent_arb_id,client_order_id,instrument_id,venue,side,role,price_paise,qty,filled_qty,state,ts_sent_ns,ts_ack_ns,ts_done_ns,err_code
SIM-ARB-1-1,SIM-ARB-1-1-BSE-BUY-ALPHA_BUY-1,1,BSE,BUY,ALPHA_BUY,110000,100,100,FILLED,1000000400,3584262418412,3584262418412,
SIM-ARB-1-1,SIM-ARB-1-1-NSE-SELL-ALPHA_SELL-2,1,NSE,SELL,ALPHA_SELL,110050,100,0,REJECTED,1000000400,0,3584262421287,GATEWAY_DISCONNECT
SIM-ARB-1-1,SIM-ARB-1-1-NSE-SELL-HEDGE-3,1,NSE,SELL,HEDGE,110050,100,0,REJECTED,1000000400,0,3584262423192,GATEWAY_DISCONNECT
SIM-ARB-1-1,SIM-ARB-1-1-NSE-SELL-HEDGE-4,1,NSE,SELL,HEDGE,110050,100,0,REJECTED,1000000400,0,3584262424758,GATEWAY_DISCONNECT
SIM-ARB-1-1,SIM-ARB-1-1-NSE-SELL-HEDGE-5,1,NSE,SELL,HEDGE,110050,100,0,REJECTED,1000000400,0,3584262426453,GATEWAY_DISCONNECT
